MAE,MSE,RMSE,cvRMSE
20.921939560689857,1059.9018916724283,32.55613447067124,0.14968254262285646
13.201992692476233,440.217813703475,20.981368251462413,0.09646552327686767
16.626411821095846,763.2247647412971,27.62652284927108,0.1270177879266536
17.18853817151787,839.709506189451,28.977741564681175,0.1332302531425218
18.83875690738769,984.3325655266651,31.374074735785676,0.14424781551146784
14.255157146676925,500.2583340765607,22.36645555461483,0.10283370526964263
13.183386834951548,508.89938613752327,22.558798419630495,0.10371803535240617
13.978385486814568,561.7453000915374,23.70116663988373,0.10897027375844584
15.444983996094594,535.2599028820755,23.13568462099351,0.10637037092074113
